suspect_age,suspect_gender,suspected_offense_type,intoxication_level,mental_confusion_level,suspect_aggression_level,suspect_compliance,officer_tone,officer_deescalation_attempts,bystanders_present,environment_risk_level,time_of_day,number_of_officers,force_used_level,interaction_duration_minutes,interaction_score
42,female,traffic_violation,0,0,2,3,1,2,0,2,night,2,0,10,99.5
31,male,public_intoxication,1,2,2,0,2,4,1,1,late_night,2,1,25,58.7
51,male,DUI,2,0,0,2,2,3,0,1,late_night,2,0,28,92.1
30,male,DUI,3,2,0,3,2,5,0,2,late_night,2,0,40,84.7
41,male,theft,0,0,2,2,1,3,0,1,evening,2,1,23,71.5
38,male,warrant,0,0,2,0,1,4,0,2,NIGHT,2,1,22,54.6
35,male,domestic_disturbance,0,0,2,0,2,4,1,2,day,4,2,23,49.8
50,female,mental_health_crisis,0,3,0,1,0,6,0,3,night,4,0,36,68.0
43,male,theft,0,1,2,1,2,3,1,0,night,2,0,24,64.9
38,female,violent_crime,1,1,2,0,2,0,0,3,late_night,5,3,5,29.1
16,unknown,theft,0,0,0,3,0,3,1,1,night,2,0,9,100.0
28,male,public_intoxication,3,1,2,0,2,2,1,3,night,3,3,23,29.8
58,female,mental_health_crisis,1,1,2,0,0,3,0,1,late_night,3,2,36,50.9
30,male,warrant,1,1,1,0,1,2,0,1,night,1,2,11,55.7
22,M,DUI,2,1,1,1,2,0,0,2,evening,2,1,35,56.3
38,male,other,1,1,1,0,1,0,0,1,day,2,2,14,55.5
45,male,suspicious_person,1,0,1,2,1,3,0,1,night,2,0,16,93.5
40,male,warrant,0,1,1,2,1,0,1,0,evening,2,0,23,86.3
32,female,domestic_disturbance,1,2,0,1,1,4,1,3,late_night,3,0,36,62.9
30,male,domestic_disturbance,0,2,2,1,1,4,1,2,evening,3,1,34,57.2
31,male,suspicious_person,0,0,1,0,2,3,1,0,evening,2,1,NA,75.9
36,female,traffic_violation,0,1,0,1,0,2,0,0,late_night,1,0,11,97.2
35,male,other,1,1,0,1,0,2,0,1,late_night,2,0,28,70.2
49,female,warrant,0,0,3,0,2,3,0,1,night,4,2,12,48.5
32,female,theft,0,0,2,1,1,3,1,1,day,2,1,18,64.5
36,female,domestic_disturbance,1,0,1,2,1,3,1,2,late_night,3,1,21,66.9
40,male,theft,0,0,2,0,2,3,0,1,day,2,1,10,75.6
unknown,male,theft,0,0,2,1,2,2,1,1,late_night,2,0,18,72.2
46,female,mental_health_crisis,0,1,2,0,1,4,1,3,day,3,2,30,45.1
28,female,other,1,1,2,2,2,1,1,1,night,2,1,12,56.1
52,male,warrant,1,0,2,1,1,2,0,1,night,3,2,8,48.3
41,female,shoplifting,2,1,2,0,3,4,1,0,day,2,0,23,51.3
43,male,traffic_violation,0,0,2,3,1,2,1,2,night,1,0,19,77.7
24,male,traffic_violation,1,1,0,3,2,1,0,0,late_night,2,0,21,109.3
31,male,mental_health_crisis,0,2,1,0,2,4,0,1,day,3,1,34,60.0
31,male,theft,1,2,3,1,2,2,1,1,night,2,2,17,27.6
23,unknown,warrant,2,0,1,0,2,2,0,1,evening,3,1,13,49.7
20,male,theft,1,0,2,2,1,3,0,1,day,2,0,22,97.6
unknown,male,DUI,2,1,4,1,2,4,0,1,night,2,1,,49.2
32,male,violent_crime,1,1,3,0,3,0,0,3,evening,5,4,5,18.5
35,unknown,public_intoxication,2,2,1,1,1,4,1,2,day,2,1,24,75.6
28,female,DUI,3,0,2,0,2,5,0,2, night ,2,2,26,40.4
16,female,public_intoxication,3,1,2,0,2,3,1,1,evening,3,2,10,40.8
16,female,theft,0,0,1,2,1,2,0,1,late_night,2,0,16,93.9
24,female,public_intoxication,2,2,1,2,2,2,1,3,late_night,2,1,29,42.1
30,male,traffic_violation,0,0,1,0,1,1,0,0,late_night,1,1,11,82.7
17,female,domestic_disturbance,1,2,2,0,3,3,0,2,LateNight,3,1,29,54.3
32,female,public_intoxication,3,2,2,0,1,5,0,3,late_night,3,3,20,28.4
51,male,other,1,1,2,1,2,1,0,1,night,2,1,17,44.5
39,male,domestic_disturbance,1,0,2,1,2,4,0,3,late_night,3,3,11,53.1
29,female,domestic_disturbance,2,0,3,1,2,3,1,2,day,3,1,16,48.3
34,female,public_intoxication,2,2,1,1,2,4,1,1,night,3,0,28,66.1
55,female,NA,1,1,3,1,2,2,0,2,evening,3,2,15,29.0
26,male,traffic_violation,2,0,2,2,2,3,1,2,evening,2,0,14,66.3
53,male,traffic_violation,0,0,0,3,1,1,0,1,Night,2,0,10,100.0
29,unknown,suspicious_person ,1,0,1,1,1,1,0,1,day,3,1,8,58.5
49,male,domestic_disturbance,0,0,2,1,1,4,0,2,day,4,0,22,68.8
39,Male,other,2,0,3,1,2,2,1,0, day ,2,1,23,57.0
18,M,DUI,3,2,0,3,1,5,0,1,day,2,0,33,100.0
32,female,theft,1,0,2,1,2,1,0,2,evening,3,1,16,55.4
39,male,mental_health_crisis,1,3,2,0,2,6,0,1,night,2,1,39,62.9
NA,female,theft,0,0,0,1,1,1,0,1,evening,2,1,16,67.3
37,male,DUI,1,0,2,3,1,4,1,2,evening,2,0,23,94.3
26,male,other,0,1,1,1,2,3,0,0,day,1,0,13,89.7
58,male,mental_health_crisis,0,3,2,0,1,5,0,1,late_night,3,1,39,66.9
33,male,suspicious_person,1,1,2,1,2,3,0,0,night,2,1,16,67.4
19,male,warrant,0,0,0,1,2,0,1,1,night,2,1,15,77.0
48,male,traffic_violation,1,0,0,3,1,2,0,1,day,1,0,10,85.6
NA,male,traffic_violation,0,0,3,0,1,2,0,1,day,1,1,28,51.4
27,male,violent_crime,1,1,2,0,3,0,1,3,night,4,3,16,33.7
31,female,mental_health_crisis,0,2,1,1,1,5,0,3,evening,2,0,34,68.0
36,female,traffic_violation,0,1,2,2,1,1,0,0,late_night,2,0,16,90.2
16,male,traffic_violation,0,0,1,2,1,0,0,1,evening,2,0,6,86.1
32,female,,1,1,2,0,2,3,0,1,night,2,2,15,52.6
28,female,suspicious_person,1,0,0,3,1,4,0,1,night,2,0,5,100.0
42,male,DUI,2,1,0,1,1,3,1,1,night,3,0,34,82.9
39,female,DUI,2,1,0,1,1,3,0,1,late_night,2,1,35,87.2
32,male,traffic_violation,1,0,2,1,2,3,0,0,day,3,0,23,80.2
16,female,theft,0,1,1,1,1,3,1,1,day,2,0,18,90.4
21,male,theft,0,1,0,1,1,3,1,1,day,1,1,15,88.0
33,female,other ,0,2,0,2,1,5,0,0,night,2,0,26,100.0
50,male,traffic_violation,0,0,1,3,2,0,0,2,evening,0,0,1,87.1
57,male,other,1,0,1,2,1,2,0,0,late_night,1,1,11,77.4
29,unknown,DUI,1,1,1,1,2,4,1,1,day,2,1,29,80.0
60,male,violent_crime,0,0,3,0,2,0,1,3,late_night,4,3,7,40.0
38,male,NA,0,1,0,2,1,1,1,1,evening,2,0,20,100.0
56,male,violent_crime,1,0,2,2,3,1,1,3,day,4,2,4,44.3
36,male,warrant,0,0,1,1,1,2,0,2,late_night,2,1,11,69.1
22,male,theft,0,0,1,0,1,1,0,1,evening,2,0,19,64.7
37,male,domestic_disturbance,2,3,2,0,1,3,1,2,day,2,1,31,34.3
19,male,mental_health_crisis,0,3,2,1,2,6,0,1,night,3,1,38,81.0
45,female,other,0,2,3,0,2,3,1,0,day,2,1,18,53.0
37,male,traffic_violation,0,1,0,3,0,1,0,0,night,2,0,17,100.0
39,male,warrant,0,0,2,0,2,1,0,0,evening,1,1,8,69.1
16,female,violent crime,3,1,1,0,2,2,1,3,night,5,2,12,56.0
24,female,theft,0,1,2,2,2,2,1,1,night,1,4,3,69.5
35,male,public_intoxication,3,2,1,1,2,3,1,0,evening,1,0,24,66.4
43,male,suspicious person,0,0,2,2,1,3,0,1,late_night,2,1,2,81.2
35,male,other,1,2,2,0,1,4,0,2,night,2,1,23,55.8
27,male,traffic_violation,0,0,0,2,1,2,0,2,late_night,4,0,9,91.4
29,male,domestic_disturbance,1,0,2,2,1,5,1,2,day,3,0,17,84.3
52,male,traffic_violation,0,0,1,2,1,2,0,1,NA,3,0,9,95.7
40,male,public_intoxication,1,2,2,1,2,3,0,1,late_night,3,1,NA,58.1
18,male,theft,0,0,1,2,2,1,1,1,late_night,1,0,9,99.5
42,male,suspicious_person ,1,0,1,2,1,4,0,1,day,2,1,18,90.5
48,male,warrant,1,0,2,1,2,3,0,1,day,3,2,9,44.7
34,M,mental_health_crisis,1,3,2,1,1,6,0,2,day,4,0,58,48.8
29,male,other,1,0,1,1,1,3,0,1,night,2,0,12,68.4
27,male,warrant,1,0,2,2,2,3,0,0,late_night,2,0,13,84.0
37,male,traffic_violation,0,2,1,1,2,4,0,1,day,2,0,18,80.6
45,Female,other,0,2,3,3,2,3,1,0,day,2,1,18,12.4
16,Male,traffic_violation,0,0,1,2,1,2,0,1,day,1,0,3,82.9
25,female,violent_crime,1,0,4,0,3,1,0,3,day,6,3,9,40.9
26,female,suspicious_person,0,1,3,1,1,1,0,1,late_night,1,1,9,52.7
19,female,mental_health_crisis,0,3,2,0,2,5,0,3,evening,4,2,35,34.9
41,female,theft,0,1,3,0,2,2,0,2,late_night,3,2,12,31.8
16,male,domestic_disturbance,2,0,2,0,1,6,0,2,day,3,2,21,68.3
66,male,NA,0,1,0,3,2,4,0,2,day,4,0,23,97.7
34,male,theft,0,1,2,0,2,0,1,2,day,1,1,17,48.7
18,Male,DUI,1,1,1,2,2,2,0,1,evening,1,0,36,71.5
16,male,suspicious_person,1,3,0,1,1,3,0,1,late_night,2,1,23,68.0
NA,male,public_intoxication,2,2,1,1,1,3,0,2,late_night,2,2,13,58.6
48,female,traffic_violation,0,0,1,1,1,2,0,0,day,2,0,13,98.8
63,unknown,behavioral_health_crisis,0,3,3,0,2,4,0,1,late_night,2,1,36,36.5
60,male,suspicious_person,1,0,1,1,1,3,1,1,evening,3,0,20,90.3
20,male,theft,2,0,1,2,2,5,0,0,day,2,1,18,87.9
40,male,NA,1,2,1,1,1,4,0,1,day,2,0,30,69.0
69,male,mental_health_crisis,0,0,0,1,1,4,1,2,Evening,3,1,38,76.4
48,female,domestic_disturbance,3,0,2,0,2,4,0,2,evening,5,1,24,52.8
22,female,suspicious_person ,0,1,2,0,2,3,0,1,late_night,2,1,25,69.9
29,male,DUI,3,1,3,0,1,6,0,2,day,2,2,28,39.2
43,male,mental_health_crisis,0,2,2,3,0,6,0,1,night,2,1,42,12.4
,male,suspicious_person,0,0,2,1,1,2,0,3,evening,2,1,14,58.7
56,male,traffic_violation,0,0,0,2,1,2,0,0,day,2,0,18,97.2
36,female,theft,0,0,1,2,1,5,1,2,late_night,3,1,15,88.3
26,female,theft,0,0,2,1,3,2,1,0,late_night,2,1,10,85.3
30,male,suspicious_person,0,0,0,2,1,1,0,0,late_night,2,0,NA,90.9
42,female,other,0,2,1,0,1,4,0,1,day,2,0,12,103.7
25,female,DUI,2,1,0,2,1,4,0,2,late_night,2,0,23,96.3
32,female,suspicious_person,1,0,0,0,1,3,0,2,day,2,0,16,79.1
53,female,mental_health_crisis,2,2,1,0,1,7,0,2,,3,2,37,46.6
19,male,violent_crime,2,1,3,0,3,2,1,3,late_night,4,4,7,27.7
39,female,mental_health_crisis,2,1,0,2,1,6,0,1,day,2,0,28,89.6
31,male,traffic_violation,1,1,2,2,1,3,0,1,night,1,0,13,81.1
45,female,mental_health_crisis,1,3,3,0,2,2,1,3,day,4,3,41,13.9
16,male,theft,0,1,2,3,2,2,1,1,night,2,2,18,12.4
48,male,traffic_violation,0,0,2,1,1,2,0,0,evening,1,1,17,77.3
22,M,domestic_disturbance,1,3,2,0,1,5,0,2,evening,4,2,33,39.4
39,male,NA,0,3,1,1,2,6,0,1,evening,3,1,39,77.0
62,male,traffic_violation,1,0,1,3,2,3,1,0,evening,2,0,18,100.0
16,male,active_warrant,0,1,2,0,1,3,0,1,night,2,2,9,60.6
19,female,mental_health_crisis,0,2,1,0,1,5,0,3,late_night,3,1,37,72.0
19,male,traffic_violation,0,0,0,2,0,3,0,2,day,1,0,12,98.8
43,male,traffic_violation,0,0,1,1,1,2,0,1,day,2,0,16,80.7
NA,male,theft,1,0,3,2,2,4,1,1,night,1,0,28,71.7
32,male,DUI,1,0,3,0,2,4,1,1,day,1,2,25,36.5
39,female,other,2,1,1,0,2,0,0,1,late_night,2,1,26,42.9
34,male,public_intoxication,1,1,2,1,1,2,1,0,evening,2,0,23,62.7
35,male,public_intoxication,2,0,3,1,2,6,0,1,late_night,2,1,22,64.8
32,male,public_intoxication,1,1,3,1,2,3,1,1,day,2,1,20,48.1
31,male,traffic_violation,0,1,0,3,1,1,0,0,evening,1,0,15,97.4
21,male,theft,1,0,1,1,1,4,1,2,night,3,1,9,60.3
23,female,warrant,0,1,1,1,2,3,0,1,day,2,0,16,84.5
24,male,traffic_violation ,1,1,0,2,1,2,0,0,evening,2,1,18,89.6
26,male,traffic_violation,1,0,2,1,1,2,0,1,day,1,0,16,65.4
16,female,theft,0,1,1,1,1,1,1,1,night,2,0,18,72.6
24,male,DUI,2,2,2,0,2,5,0,1,day,2,2,36,36.1
45,female,warrant,0,1,1,0,2,1,0,2,day,2,1,7,63.7
38,male,traffic_violation,0,1,1,2,2,0,0,0,day,1,0,9,85.0
31,female,traffic_violation,0,0,0,1,1,1,0,1,late_night,1,1,6,92.9
19,male,theft,1,0,1,1,1,5,1,1,evening,3,0,19,81.0
42,male,mental_health_crisis,0,3,1,0,1,5,0,2,night,5,1,49,54.5
16,female,violent_crime,2,0,4,0,3,2,0,3,day,6,4,5,27.0
18,male,other,1,1,1,1,1,4,0,0,day,2,0,29,78.8
47,unknown,suspicious_person,0,2,1,0,1,5,0,2,evening,1,0,20,90.0
49,M,,0,2,0,1,1,2,0,2,late_night,4,1,28,69.7
25,female,suspicious_person,2,1,2,2,1,3,0,1,late_night,1,0,15,77.2
39,male,traffic_violation,0,0,0,1,1,1,0,1,late_night,2,1,11,75.0
45,male,violent_crime,2,2,1,0,2,2,0,3,day,4,2,20,48.4
38,female,traffic_violation,0,0,2,0,2,2,0,1,late_night,2,1,10,58.7
16,male,theft,0,1,4,2,2,2,1,1,night,1,0,12,43.7
24,female,theft,2,0,1,1,2,2,0,0,day,2,0,23,82.4
39,female,theft,1,0,2,2,1,4,1,1,day,2,1,22,81.4
16,male,public_intoxication,1,0,3,0,2,2,0,2,day,3,1,20,47.3
31,male,mental_health_crisis,0,2,1,0,0,5,0,1,night,3,1,41,73.4
16,female,theft,0,0,0,2,1,4,1,1,day,2,0,26,100.0
34,female,public_intoxication,3,2,2,0,2,2,1,3,evening,3,2,,29.1
28,male,theft,2,1,2,0,2,2,1,2,late_night,2,2,12,41.7
31,male,domestic_disturbance,1,0,1,2,1,3,1,2,late_night,3,0,NA,79.7
33,female,public_intoxication,3,1,1,1,2,3,0,0,day,2,1,14,54.1
46,male,mental_health_crisis,0,1,0,1,1,8,0,0,EVENING,3,0,31,93.2
43,female,suspicious_person,1,2,2,2,2,3,0,1,day,2,0,15,61.1
31,male,public_intoxication,2,1,2,1,1,3,0,0,evening,2,1,20,76.1
48,unknown,domestic_disturbance,1,2,2,1,3,4,0,2,late_night,3,2,23,56.1
57,male,traffic_violation,0,1,2,3,1,1,0,0,day,1,0,18,100.0
16,male,violent_crime,0,0,1,0,3,1,0,3,day,5,3,7,60.7
35,male,,3,2,2,1,2,5,0,0,,1,1,45,52.6
31,male,DUI,2,0,0,2,1,2,0,1,evening,2,0,26,94.0
44,male,traffic_violation,0,0,0,3,0,3,0,1,NIGHT,2,0,13,100.0
20,female,dui,2,1,1,1,3,1,0,3,day,3,1,30,39.0
24,female,public_intoxication,1,3,3,0,2,2,1,2,day,3,3,10,38.8
31,male,DUI,3,2,3,0,2,4,0,1,day,2,2,31,29.5
37,male,traffic_violation,0,0,1,1,1,3,0,1,late_night,2,0,7,81.0
16,male,domestic_disturbance,2,2,2,1,2,4,1,2,DAY,3,2,41,47.0
23,male,public_intoxication,2,3,1,0,2,4,1,0,night,3,0,28,63.5
37,male,traffic_violation,2,0,1,2,1,3,0,0,night,1,1,4,94.8
27,male,public_intoxication,1,1,2,0,1,3,1,3,day,3,2,24,30.5
37,male,theft,0,0,3,0,0,4,0,2,NA,2,2,11,50.4
33,female,public_intoxication,2,2,2,0,2,3,1,3,day,3,2,27,28.8
45,male,TrafficViolation,0,0,1,3,1,3,0,1,late_night,1,0,13,100.0
30,male,other,0,0,1,1,1,4,0,1,day,3,1,20,77.8
16,male,traffic_violation,1,1,1,2,1,4,0,1,Day,1,0,18,83.4
42,female,domestic_disturbance,1,2,2,0,1,6,1,2,night,3,2,23,52.3
43,female,violent_crime,0,0,4,0,3,2,0,3,late_night,5,4,3,39.0
22,male,DUI,3,1,1,2,2,3,1,2,late_night,2,0,39,77.1
40,female,other,1,0,2,0,1,3,1,1,day,3,1,11,60.9
29,male,traffic_violation,1,1,1,2,1,4,0,1,evening,1,0,15,88.8
36,female,violent_crime,1,0,2,2,2,2,0,2,late_night,4,1,27,73.5
30,unknown,public_intoxication,2,2,1,1,2,5,0,0,day,2,1,33,71.7
46,female,theft,2,0,1,1,1,2,1,1,evening,3,0,25,61.7
28,female,other,0,1,1,1,1,4,0,1,,1,1,22,70.4
32,female,traffic_violation,2,1,2,1,1,1,0,0,evening,2,0,7,75.9
44,female,mental_health_crisis,0,3,0,1,2,6,0,3,evening,4,1,40,74.5
44,female,theft,0,1,1,1,1,3,1,2,evening,3,0,26,63.8
28,female,theft,0,1,2,2,1,2,1,0,evening,2,0,16,78.0
28,female,suspicious_person,0,2,1,2,1,3,1,1,evening,2,0,17,83.1
41,female,public_intoxication,2,2,3,0,2,3,0,0,evening,2,2,11,21.6
16,male,other,0,0,3,1,1,1,1,2,night,3,0,26,73.1
27,male,domestic_disturbance,1,1,2,1,1,3,0,0,night,4,0,25,82.8
33,male,traffic_violation,0,0,1,3,0,2,0,1,evening,1,0,18,96.3
18,male,mental_health_crisis,0,2,2,2,2,4,0,2,night,3,0,29,63.1
28,male,violent_crime,2,1,3,0,3,1,0,3,late_night,4,3,5,23.3
NA,unknown,DUI,2,0,1,1,1,4,0,1,day,2,0,36,82.3
55,female,theft,0,1,1,2,1,2,1,1,day,2,1,9,73.2
32,male,mental_health_crisis,0,2,1,2,1,8,1,2,evening,4,0,39,86.5
39,female,traffic_violation,0,0,0,3,1,3,0,1,day,1,0,16,100.0
37,male,DUI,2,0,0,3,2,4,0,2,night,2,0,35,94.3
16,female,theft,0,1,1,1,2,1,0,1,night,2,1,13,83.1
16,male,traffic_violation,0,1,0,1,1,4,0,1,NA,2,0,20,100.0
30,female,traffic_violation,2,0,2,1,2,3,1,0,evening ,2,1,14,61.1
47,male,domestic_disturbance,1,2,1,1,1,4,0,2,late_night,3,1,29,69.6
32,male,theft,0,2,1,1,1,2,0,1,evening,2,0,20,84.7
35,male,mental_health_crisis,0,2,2,1,2,5,0,0,day,2,2,35,60.9
16,female,warrant,1,0,2,1,3,0,1,1,night,3,2,7,41.1
26,male,traffic_violation,0,0,2,1,1,1,0,0,late_night,2,0,15,83.4
35,male,DUI,3,2,2,0,2,5,0,0,Day,2,1,31,55.1
24,male,suspicious_person,1,1,1,1,2,0,0,1,evening,2,0,5,59.4
27,male,warrant,0,0,1,0,1,2,0,1,night,2,1,13,89.2
32,male,mental_health_crisis,0,3,3,0,2,4,0,0,NA,3,1,32,51.8
NA,female,other,1,2,2,1,1,1,0,1,evening,2,1,NA,66.7
32,female,other,1,0,1,2,0,1,0,1,evening,2,0,21,87.5
32,male,traffic_violation,1,0,0,1,1,0,0,1,evening,3,0,13,71.4
39,female,warrant,1,1,2,0,1,2,1,2,late_night,3,2,11,38.0
102,female,violent_crime,1,0,2,1,2,0,1,3,late_night,5,3,7,28.1
23,male,other,1,0,2,1,1,0,1,2,evening,3,1,9,64.1
16,male,other,3,1,1,1,2,1,1,1,night,1,0,15,63.9
17,male,theft,1,1,1,2,1,2,0,1,day,2,0,15,88.8
31,female,traffic_violation,0,0,2,2,1,1,1,0,night,1,0,14,91.3
,male,theft,2,0,0,0,1,1,0,1,Evening,2,0,16,58.0
16,female,violent_crime,1,1,4,1,3,1,1,3,late_night,5,2,1,31.4
31,male,domestic_disturbance,0,2,1,2,1,6,0,3,night,4,0,38,81.4
25,male,theft,0,0,2,2,2,2,1,1,late_night,1,1,25,64.7
22,female,mental_health_crisis,1,2,2,0,2,7,1,1,evening,3,2,31,55.3
16,male,suspicious_person,0,1,0,2,1,3,0,0,day,2,0,,88.0
43,male,domestic_disturbance,1,0,0,2,1,1,0,2,evening,3,1,33,75.2
29, female ,other,0,0,1,1,2,2,1,2,day,2,0,23,86.8
20,female,DUI,2,0,1,1,2,4,0,1,day,1,0,31,75.9
31,unknown,traffic_violation,1,0,2,3,1,2,0,1,day,2,0,7,76.9
46,female,domestic_disturbance,1,0,0,1,1,5,1,2,day,3,2,25,76.8
23,female,violent_crime,2,0,3,0,2,2,1,3,day,4,3,14,20.5
21,male,domestic_disturbance,1,2,1,2,1,5,1,3,late_night,1,1,29,76.9
35,male,traffic_violation,0,0,2,3,2,1,0,1,day,2,0,9,88.0
24,female,traffic_violation,1,1,1,2,2,1,0,2,day,1,1,11,58.6
18,male,suspicious_person,0,0,1,0,2,2,0,2,evening,2,1,24,67.8
36,male,domestic_disturbance,1,1,2,0,1,4,0,3,late_night,4,2,41,39.7
32,male,warrant,1,1,1,0,2,1,0,2,day,2,2,NA,36.7
16,male,theft,1,1,2,2,2,2,0,2,night,1,1,,61.8
25,male,suspicious_person,2,0,0,3,1,1,0,2,evening,3,0,NA,87.9
27,female,violent_crime,1,0,3,1,2,2,0,3,night,4,3,17,46.1
52,unknown,traffic_violation,0,0,1,2,1,2,0,1,evening,2,0,10,88.8
38,unknown,DUI,3,0,2,0,1,3,0,1,evening,3,1,27,52.2
32,female,other,0,0,1,1,1,2,0,2,night,2,1,14,68.9
27,male,TrafficViolation,0,0,1,3,1,1,0,0,day,2,0,6,100.0
26,M,suspicious_person,1,1,1,2,2,2,0,1,late_night,3,0,15,73.0
37,male,DUI,2,0,0,3,1,4,0,1,late_night,2,0,26,87.3
37,male,warrant,1,0,2,1,1,3,0,1,evening,2,2,3,54.9
42,male,public_intoxication,2,2,2,0,3,5,1,2,night,4,2,17,32.2
39,male,DUI,3,0,1,2,1,0,0,0,day,1,0,33,93.8
47,Unknown,other ,0,0,1,2,1,0,0,1,evening,1,0,15,81.8
47,male,public_intoxication,3,3,4,1,3,4,1,2,evening,2,2,25,16.0
19,,violent_crime,1,0,3,0,2,0,0,3,,5,4,17,28.7
37,male,traffic_violation,0,2,1,2,1,1,0,0,day,1,0,9,96.2
20,female,domestic_disturbance,2,1,2,1,2,2,1,3,evening,4,2,25,35.5
25,Female,public_intoxication,2,1,1,3,2,3,0,1,day,2,1,13,71.5
32,male,public_intoxication,2,0,2,1,2,3,1,1,day,2,1,18,70.9
37,female,other,0,0,0,1,1,3,1,1,day,1,0,10,78.4
24,female,traffic_violation,0,0,1,2,1,2,0,1,evening,1,0,13,91.5
40,male,other,0,1,1,2,1,2,1,1,evening,1,0,16,86.0
16,male,mental_health_crisis,0,2,3,1,2,5,0,3,day,4,2,37,41.8
31,male,traffic_violation,0,0,0,3,1,1,1,2,late_night,2,0,18,98.1
16,male,theft,0,1,2,1,2,3,1,3,late_night,2,1,24,46.5
35,female,domestic_disturbance,0,1,4,1,2,2,0,2,evening,3,2,18,25.7
26,male,public_intoxication,2,3,3,1,2,6,1,1,day,2,2,19,46.2
28, female ,domestic_disturbance,0,0,4,0,1,2,0,2,late_night,3,2,18,27.2
28,male,DUI,2,0,1,1,1,5,0,0,day,1,0,30,95.6
46,male,assault/violent_crime,0,1,4,0,3,3,0,2,night,4,3,23,45.1
39,male,other,0,1,2,1,1,3,1,1,evening,2,1,18,49.7
42,male,other,0,0,0,1,1,1,0,1,LateNight,1,0,19,94.7
18,male,theft,0,1,4,1,2,1,1,0,evening,2,2,18,38.4
53,male,domestic_disturbance,0,2,2,1,2,4,1,0, day ,4,1,32,66.1
26,female,mental_health_crisis,0,2,0,0,1,6,0,2,night,3,0,41,68.3
45,male,suspicious_person,0,1,0,1,1,1,0,1,late_night,1,0,22,84.0
32,unknown,DUI,3,1,1,2,2,4,0,1,DAY,3,0,39,84.7
17,female,theft,0,0,0,1,2,2,1,1,evening,2,0,17,82.1
32,female,domestic_disturbance,2,0,1,0,1,3,0,1,late_night,3,1,14,68.4
48,male,public_intoxication,2,2,1,1,2,3,0,1,day,3,0,29,68.3
22,,violent crime,2,1,2,0,3,2,1,3,day,4,3,21,25.3
NA,female,traffic_violation,0,0,1,3,0,0,0,2,night,2,1,1,79.0
20,female,theft,0,3,1,0,2,2,1,1,evening,2,1,20,52.7
30,female,other,0,1,3,2,3,3,1,1,evening,2,0,19,68.7
31,male,DUI,2,2,0,1,1,5,0,0,NA,2,0,36,93.0
42,male,suspicious_person,1,1,2,1,2,4,0,0,night,2,2,31,32.9
38,female,public_intoxication,2,2,3,0,1,4,0,1,day,4,2,20,53.7
27,female,other,0,0,3,2,1,3,0,1,late_night,2,1,9,87.3
16,female,domestic_disturbance,0,2,2,0,2,4,1,2,,4,2,21,47.8
26,female,mental_health_crisis,0,0,0,1,0,4,0,2,late_night,3,1,36,79.4
55,male,warrant,0,1,3,0,3,1,1,1,late_night,2,2,13,24.0
16,female,violent_crime,2,2,4,0,3,4,0,3,day,3,4,6,21.9
25,male,traffic_violation,1,0,1,3,1,1,0,1,day,2,0,8,100.0
58,male,traffic stop,1,0,2,1,1,1,0,0,evening,2,1,12,71.1
37,male,public_intoxication,2,1,2,1,2,3,1,1,LateNight,2,2,24,38.3
19,male,traffic_violation,0,0,1,3,1,1,0,1,night,1,0,11,99.5
39,male,other,1,0,3,0,1,3,0,2,evening,2,2,12,30.2
21,female,other,0,2,0,1,2,4,0,1,day,2,0,18,90.4
38,male,public_intoxication,3,1,4,0,2,5,0,1,evening,2,3,35,0.2
16,Male,theft,1,0,1,1,2,2,1,1,night,1,0,25,82.3
28,female,mental_health_crisis,1,3,1,1,1,4,1,2,evening,4,0,34,83.1
16,male,suspicious_person,1,0,1,0,1,3,1,0,day,2,1,18,61.2
26,female,traffic_violation,1,0,2,2,1,1,0,1,day,1,0,11,82.1
23,male,theft,2,2,1,2,1,3,0,1,evening,4,0,18,79.7
30,female,domestic_disturbance,0,2,1,1,2,6,0,2,late night,2,0,29,86.7
48,male,DUI,3,0,1,2,1,5,0,0,day,2,0,38,86.4
30,male,theft,0,2,1,1,1,3,0,2,late_night,2,1,23,86.4
unknown,female,traffic_violation,0,0,1,1,1,5,0,1,late_night,1,1,7,83.9
24,female,violent_crime,1,0,2,0,2,1,1,3,day,3,3,7,57.3
43,male,suspicious_person,1,0,2,0,1,1,0,3,night,2,2,24,50.1
51,male,traffic_violation,0,0,2,1,1,0,0,1,evening,2,1,5,66.8
23,female,DUI,2,0,2,2,1,1,0,1,night,2,0,35,76.5
27,female,traffic_violation ,0,0,0,1,1,3,0,0,NA,1,0,17,108.2
41,female,other,1,1,2,2,2,1,0,2,night,3,1,20,62.4
,male,traffic_violation,1,0,0,3,2,3,0,1,late_night,1,0,19,88.9
42,male,warrant,1,1,3,2,2,2,0,0,night,3,1,21,65.6
32,male,mental_health_crisis,1,3,3,0,2,6,0,1,night,3,1,41,36.9
49,unknown,traffic_violation,0,1,1,2,2,3,0,1,day,1,0,12,80.5
24,female,violent_crime,1,1,1,0,2,1,1,3,night,5,3,17,45.3
33,female,theft,0,1,3,0,2,2,1,1,evening,3,2,12,35.5
32,female,theft,0,0,3,1,1,2,0,1,EVENING,3,1,10,68.9
36,male,DUI,2,0,2,2,1,3,0,1,night,1,1,33,88.0
24,female,suspicious_person,0,1,0,2,2,3,0,1,evening,2,0,24,87.4
